（てくの生活入門）スマホでおいしく料理を撮影　ひと工夫で魅力アップ 	2016/4/16	朝刊	週末ｂｅ・ｂ０９
積水化学、中国の水事業縮小 	2016/4/16	朝刊	１経済
明誠監査法人に改善命令　金融庁 	2016/4/16	朝刊	１経済
（続・元気のひけつ）五月病　ストレスは一人で抱えず発散を 	2016/4/16	朝刊	週末ｂｅ・ｂ０９
英石油大手ＢＰ、ＣＥＯ報酬増否決 	2016/4/16	朝刊	１経済
（知っ得　なっ得）ふるさと納税：３　控除の上限額はチェックを 	2016/4/16	朝刊	週末ｂｅ・ｂ０９
サンマ漁獲可能量、また最低 	2016/4/16	朝刊	１経済
（けいざい＋）「コンビニの親」と歩み続け　セブン＆アイ「ポスト鈴木」井阪氏 	2016/4/16	朝刊	１経済
Ｇ２０、世界経済下支え議論　中国減速・原油安・テロ、火だね抱え 	2016/4/16	朝刊	１経済
東京マーケット（１５日） 	2016/4/16	朝刊	１経済
（しつもん！ドラえもん：２２２４）とけい編　こたえ 	2016/4/16	朝刊	１経済
「海自の歌姫」初アニソン　東京音楽隊カバーアルバム 	2016/4/16	夕刊	文化芸能
魅力的な変人、また一人　古沢良太脚本「スキャナー」、２９日公開 	2016/4/16	夕刊	文化芸能
プレゼント　マリオン 	2016/4/16	夕刊	夕刊ｂｅ土曜４面
仲村トオル、円熟警視　横山秀夫ドラマ２作で主演 	2016/4/16	夕刊	文化芸能
（ブルボン小林の末端時評）子どもだけの冒険どこへ 	2016/4/16	夕刊	文化芸能
（１０４歳　私の証・あるがまま行く）不屈の精神と若者の旅立ち：下　日野原重明＝訂正・おわびあり 	2016/4/16	朝刊	週末ｂｅ・ｂ０９
ブームの卵　マリオン 	2016/4/16	夕刊	夕刊ｂｅ土曜４面
いわせてもらお 	2016/4/16	朝刊	週末ｂｅ・ｂ１０
（悩みのるつぼ）家事をせず母の悪口言う父 	2016/4/16	朝刊	週末ｂｅ・ｂ１０
みなさんから・編集部から 	2016/4/16	朝刊	週末ｂｅ・ｂ１０
（ｂｅ　ｂｅｔｗｅｅｎ　読者とつくる）キャスターＶＳ．アナウンサー 	2016/4/16	朝刊	週末ｂｅ・ｂ１０
（北朝鮮を読む　ＫＣＩＡ秘録：５）「党中央」から指示、何者なのか 	2016/4/16	朝刊	１外報
対中政策閣僚に外交官・張氏　台湾次期政権、対話探るシグナルか 	2016/4/16	朝刊	１外報
（地球２４時）海自潜水艦が豪に入港 	2016/4/16	朝刊	１外報
韓国与党、第１党返り咲きへ　「非朴系」の復党容認、過半数には届かず 	2016/4/16	朝刊	１外報
テロ準備の疑い、英当局５人逮捕 	2016/4/16	朝刊	１外報
（地球２４時）ＥＵ各国、航空旅客の情報共有へ　テロ対策 	2016/4/16	朝刊	１外報
南シナ海視察、競う存在感　米、駐留予定地に国防長官　中国、制服トップを南沙派遣 	2016/4/16	朝刊	１外報
（地球２４時）ウクライナ、首相にグロイスマン氏 	2016/4/16	朝刊	１外報
残る？去る？悩める英　国民投票、運動期間入り 	2016/4/16	朝刊	１外報
川崎、マイナー降格　大リーグ 	2016/4/16	夕刊	スポーツ１
